filename,location,dataset,num_annotators,time_h,time_min,time_sec,total_duration,washing_duration,movement_1,movement_2,movement_3,movement_4,movement_5,movement_6,movement_7,movement_0,ring,armband,long_nails
2020-06-27_14-01-35_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,1.0,35.0,18.6,18.6,0.2,0.0,0.4,0.0,0.3,0.0,5.9,11.9,0.0,0.0,0.0
2020-06-27_14-23-40_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,23.0,40.0,22.8,17.7,2.5,2.5,1.6,0.0,2.3,1.7,0.0,7.2,0.0,0.0,0.0
2020-06-27_14-49-47_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,49.0,47.0,19.6,13.8,1.2,3.0,0.8,1.4,1.4,0.9,0.0,5.2,0.0,0.0,0.0
2020-06-27_15-22-53_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,22.0,53.0,10.6,4.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.0,0.0,0.0
2020-06-27_15-56-26_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,56.0,26.0,19.9,16.4,1.7,0.8,2.6,1.0,2.4,1.2,0.0,6.7,0.0,0.0,0.0
2020-06-27_16-03-46_camera103.mp4,Endokrinoloģija,DataSet11,1.0,16.0,3.0,46.0,18.5,14.4,0.9,0.0,0.0,0.0,1.1,0.0,1.5,10.9,0.0,0.0,0.0
2020-06-27_17-33-07_camera103.mp4,Endokrinoloģija,DataSet11,1.0,17.0,33.0,7.0,14.9,3.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.0,0.0,0.0
2020-06-27_17-37-59_camera103.mp4,Endokrinoloģija,DataSet11,1.0,17.0,37.0,59.0,15.7,13.5,0.0,0.0,0.2,0.0,0.0,0.0,2.5,10.7,0.0,0.0,0.0
2020-06-27_19-41-54_camera103.mp4,Endokrinoloģija,DataSet11,1.0,19.0,41.0,54.0,31.1,30.0,0.1,1.9,1.7,0.0,1.5,1.1,2.4,21.3,0.0,0.0,0.0
2020-06-27_21-10-46_camera103.mp4,Endokrinoloģija,DataSet11,1.0,21.0,10.0,46.0,19.5,16.3,0.0,1.7,0.7,0.0,0.0,0.0,1.3,12.5,0.0,0.0,0.0
2020-06-28_01-22-30_camera103.mp4,Endokrinoloģija,DataSet11,1.0,1.0,22.0,30.0,21.5,21.4,0.0,1.8,0.6,0.0,0.0,0.0,1.8,17.1,0.0,0.0,0.0
2020-06-28_07-42-20_camera103.mp4,Endokrinoloģija,DataSet11,1.0,7.0,42.0,20.0,10.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.0,0.0,0.0
2020-06-28_09-10-24_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,10.0,24.0,12.1,8.4,0.0,0.0,0.5,0.0,0.0,0.0,1.9,5.9,0.0,0.0,0.0
2020-06-28_09-17-10_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,17.0,10.0,33.3,27.4,2.3,5.1,0.8,3.3,3.0,1.5,0.0,11.3,0.0,0.0,0.0
2020-06-28_09-42-17_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,42.0,17.0,21.5,17.9,2.4,2.3,0.7,0.7,2.8,0.2,0.0,8.9,0.0,0.0,0.0
2020-06-28_09-53-50_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,53.0,50.0,21.9,17.1,2.2,1.2,0.0,2.8,0.0,1.3,0.0,9.6,0.0,0.0,0.0
2020-06-28_09-59-23_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,59.0,23.0,18.2,14.2,0.0,0.0,0.7,0.0,1.7,0.0,0.0,11.8,0.0,0.0,0.0
2020-06-28_10-42-26_camera103.mp4,Endokrinoloģija,DataSet11,1.0,10.0,42.0,26.0,16.2,11.9,0.0,0.0,0.8,0.0,0.0,0.0,1.5,9.6,0.0,0.0,0.0
2020-06-28_10-52-27_camera103.mp4,Endokrinoloģija,DataSet11,1.0,10.0,52.0,27.0,38.8,13.9,0.8,2.1,0.9,0.5,1.6,1.1,0.0,6.9,1.0,0.0,0.0
2020-06-28_11-09-28_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,9.0,28.0,37.7,29.1,1.2,3.7,1.5,1.4,3.9,1.4,0.0,15.8,0.0,0.0,0.0
2020-06-28_11-25-17_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,25.0,17.0,39.9,38.8,0.5,0.0,3.6,0.0,2.4,0.0,1.2,31.0,0.0,0.0,0.0
2020-06-28_11-51-39_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,51.0,39.0,27.1,24.3,0.4,0.0,2.0,0.0,4.0,0.0,1.8,16.1,0.0,0.0,0.0
2020-06-28_12-06-42_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,6.0,42.0,34.3,15.0,0.1,1.1,1.4,0.8,1.2,1.4,0.0,9.0,1.0,0.0,0.0
2020-06-28_12-42-31_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,42.0,31.0,13.4,9.4,0.0,0.0,2.0,0.0,1.0,0.0,0.7,5.8,0.0,0.0,0.0
2020-06-28_12-47-15_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,47.0,15.0,16.7,10.3,0.0,1.3,0.0,0.4,0.5,2.0,0.0,6.2,0.0,0.0,0.0
2020-06-28_12-59-42_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,59.0,42.0,12.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,7.2,0.0,0.0,0.0
2020-06-28_13-37-29_camera103.mp4,Endokrinoloģija,DataSet11,1.0,13.0,37.0,29.0,28.3,13.0,1.1,1.3,0.0,0.9,1.1,0.7,0.0,7.9,0.0,0.0,0.0
2020-06-28_13-51-44_camera103.mp4,Endokrinoloģija,DataSet11,1.0,13.0,51.0,44.0,38.3,29.4,0.7,3.9,0.9,0.0,1.4,0.0,1.7,20.8,0.0,0.0,0.0
2020-06-28_14-05-13_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,5.0,13.0,25.0,13.1,0.3,1.2,0.0,0.0,1.6,0.0,0.0,10.0,0.0,0.0,0.0
2020-06-28_14-23-31_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,23.0,31.0,25.2,18.1,1.7,2.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,1.0
2020-06-28_14-52-24_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,52.0,24.0,21.3,16.1,1.7,3.8,2.2,0.0,0.0,0.0,0.0,8.4,0.0,0.0,1.0
2020-06-28_15-15-13_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,15.0,13.0,21.7,14.0,1.1,0.8,1.3,0.0,0.0,0.0,0.0,10.9,0.0,0.0,1.0
2020-06-28_15-24-52_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,24.0,52.0,27.3,16.2,2.4,1.1,0.6,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0
2020-06-28_15-44-30_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,44.0,30.0,16.8,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0
2020-06-28_15-54-06_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,54.0,6.0,11.2,3.6,0.0,0.0,0.7,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0
2020-06-28_15-59-26_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,59.0,26.0,41.1,34.5,0.0,1.2,0.0,0.0,0.0,0.0,0.0,33.3,1.0,0.0,1.0
2020-06-28_16-56-00_camera103.mp4,Endokrinoloģija,DataSet11,1.0,16.0,56.0,0.0,10.3,5.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0
2020-06-28_17-28-05_camera103.mp4,Endokrinoloģija,DataSet11,1.0,17.0,28.0,5.0,37.5,22.2,0.0,4.1,1.1,0.0,0.0,0.7,0.0,16.3,0.0,0.0,0.0
2020-06-28_17-45-38_camera103.mp4,Endokrinoloģija,DataSet11,1.0,17.0,45.0,38.0,11.8,5.8,0.0,0.8,1.1,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0
2020-06-28_18-06-37_camera103.mp4,Endokrinoloģija,DataSet11,1.0,18.0,6.0,37.0,18.6,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0
2020-06-28_19-46-01_camera103.mp4,Endokrinoloģija,DataSet11,1.0,19.0,46.0,1.0,22.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
2020-06-29_02-14-25_camera103.mp4,Endokrinoloģija,DataSet11,1.0,2.0,14.0,25.0,29.4,14.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0
2020-06-29_08-40-27_camera103.mp4,Endokrinoloģija,DataSet11,1.0,8.0,40.0,27.0,22.7,14.9,0.0,1.4,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0
2020-06-29_08-51-00_camera103.mp4,Endokrinoloģija,DataSet11,1.0,8.0,51.0,0.0,17.4,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0
2020-06-29_09-30-13_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,30.0,13.0,15.2,6.7,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0
2020-06-29_09-30-56_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,30.0,56.0,21.5,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0
2020-06-30_10-49-20_camera103.mp4,Endokrinoloģija,DataSet11,1.0,10.0,49.0,20.0,19.6,14.0,1.0,1.4,0.9,0.0,0.0,0.0,0.0,10.7,0.0,0.0,1.0
2020-06-30_11-27-16_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,27.0,16.0,25.3,18.2,0.3,2.5,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,1.0
2020-06-30_12-01-30_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,1.0,30.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30_13-04-26_camera103.mp4,Endokrinoloģija,DataSet11,1.0,13.0,4.0,26.0,14.3,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,1.0
2020-06-30_14-33-14_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,33.0,14.0,18.0,11.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0
2020-06-30_18-49-42_camera103.mp4,Endokrinoloģija,DataSet11,1.0,18.0,49.0,42.0,20.6,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0
2020-06-30_22-12-43_camera103.mp4,Endokrinoloģija,DataSet11,1.0,22.0,12.0,43.0,18.3,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0
2020-07-01_00-06-36_camera103.mp4,Endokrinoloģija,DataSet11,1.0,0.0,6.0,36.0,10.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-07-01_09-21-00_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,21.0,0.0,29.6,21.5,1.8,3.9,1.8,0.0,0.0,0.0,0.0,13.9,0.0,0.0,1.0
2020-07-01_09-30-05_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,30.0,5.0,23.0,16.6,1.7,0.0,0.4,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0
2020-07-01_09-54-42_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,54.0,42.0,24.3,17.4,1.6,2.0,1.1,0.0,0.0,0.8,0.0,11.9,0.0,0.0,1.0
2020-07-01_12-38-35_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,38.0,35.0,23.2,18.6,0.0,0.0,0.0,0.0,0.0,0.0,4.3,14.3,0.0,0.0,0.0
2020-07-01_13-00-00_camera103.mp4,Endokrinoloģija,DataSet11,1.0,13.0,0.0,0.0,20.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,7.2,0.0,0.0,0.0
2020-07-01_14-20-47_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,20.0,47.0,15.5,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0
2020-07-01_14-55-07_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,55.0,7.0,25.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
2020-07-01_15-06-11_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,6.0,11.0,25.1,18.7,1.1,2.6,2.7,0.0,0.0,2.0,0.0,10.3,0.0,0.0,0.0
2020-07-01_17-50-56_camera103.mp4,Endokrinoloģija,DataSet11,1.0,17.0,50.0,56.0,27.9,20.7,1.4,3.3,2.2,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0
2020-07-02_09-46-21_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,46.0,21.0,32.8,27.5,2.8,4.0,1.6,1.9,0.0,2.3,0.0,14.9,0.0,0.0,1.0
2020-07-02_11-13-28_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,13.0,28.0,25.0,21.1,2.0,2.5,1.2,1.1,0.0,3.6,0.0,10.7,0.0,0.0,0.0
2020-07-02_11-27-05_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,27.0,5.0,25.8,18.1,0.0,0.0,0.3,0.0,0.0,0.0,0.5,17.3,0.0,0.0,1.0
2020-07-02_12-41-31_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,41.0,31.0,32.8,22.6,0.3,0.0,0.5,0.0,0.0,0.0,4.5,17.3,0.0,0.0,0.0
2020-07-02_12-50-07_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,50.0,7.0,13.8,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2020-07-02_13-34-31_camera103.mp4,Endokrinoloģija,DataSet11,1.0,13.0,34.0,31.0,16.9,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.2,9.6,0.0,0.0,0.0
2020-07-02_14-01-59_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,1.0,59.0,14.4,7.3,0.7,2.2,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.0
2020-07-02_17-10-53_camera103.mp4,Endokrinoloģija,DataSet11,1.0,17.0,10.0,53.0,21.4,21.4,0.6,0.0,0.4,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0
2020-07-02_18-32-26_camera103.mp4,Endokrinoloģija,DataSet11,1.0,18.0,32.0,26.0,17.8,13.9,0.0,0.0,0.4,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0
2020-07-03_09-49-41_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,49.0,41.0,16.2,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0
2020-07-03_09-51-28_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,51.0,28.0,28.4,21.8,2.9,0.0,0.5,0.0,0.0,0.0,0.0,18.4,0.0,0.0,1.0
2020-07-03_10-03-30_camera103.mp4,Endokrinoloģija,DataSet11,1.0,10.0,3.0,30.0,18.5,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0
2020-07-03_11-01-44_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,1.0,44.0,31.9,25.4,2.4,2.7,4.2,4.1,0.0,4.2,0.0,7.9,0.0,0.0,0.0
2020-07-03_12-11-17_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,11.0,17.0,16.0,7.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0
2020-07-03_12-18-57_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,18.0,57.0,10.9,6.4,0.8,0.0,0.9,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0
2020-07-03_12-23-18_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,23.0,18.0,17.9,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0
2020-07-03_13-41-14_camera103.mp4,Endokrinoloģija,DataSet11,1.0,13.0,41.0,14.0,27.3,16.7,0.0,0.7,1.8,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0
2020-07-03_14-15-08_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,15.0,8.0,43.5,14.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0
2020-07-03_14-19-26_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,19.0,26.0,12.9,7.9,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-07-03_14-37-32_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,37.0,32.0,21.3,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0
2020-07-03_15-03-47_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,3.0,47.0,24.5,18.4,3.9,2.6,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,1.0
2020-07-03_15-23-16_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,23.0,16.0,21.2,16.2,1.4,3.8,1.7,0.0,0.0,0.4,0.0,8.9,0.0,0.0,1.0
2020-07-03_16-38-35_camera103.mp4,Endokrinoloģija,DataSet11,1.0,16.0,38.0,35.0,22.7,17.7,2.6,0.0,0.0,0.0,0.0,2.9,0.0,12.2,1.0,0.0,1.0
2020-07-03_17-53-51_camera103.mp4,Endokrinoloģija,DataSet11,1.0,17.0,53.0,51.0,11.3,4.7,0.5,0.0,0.0,0.0,0.0,0.0,2.0,2.2,0.0,0.0,0.0
2020-07-03_18-29-14_camera103.mp4,Endokrinoloģija,DataSet11,1.0,18.0,29.0,14.0,12.3,6.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-07-03_18-49-02_camera103.mp4,Endokrinoloģija,DataSet11,1.0,18.0,49.0,2.0,17.7,11.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
2020-07-03_19-44-29_camera103.mp4,Endokrinoloģija,DataSet11,1.0,19.0,44.0,29.0,31.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,17.9,0.0,0.0,0.0
2020-07-03_19-54-29_camera103.mp4,Endokrinoloģija,DataSet11,1.0,19.0,54.0,29.0,14.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0
2020-07-03_21-13-49_camera103.mp4,Endokrinoloģija,DataSet11,1.0,21.0,13.0,49.0,22.1,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
2020-07-03_22-16-53_camera103.mp4,Endokrinoloģija,DataSet11,1.0,22.0,16.0,53.0,23.2,18.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9,16.6,0.0,0.0,0.0
2020-07-03_23-41-22_camera103.mp4,Endokrinoloģija,DataSet11,1.0,23.0,41.0,22.0,33.3,20.0,1.4,0.6,0.0,0.0,0.6,0.0,0.0,17.4,0.0,0.0,0.0
2020-07-04_09-22-36_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,22.0,36.0,31.5,24.8,3.3,1.3,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,1.0
2020-07-04_10-51-49_camera103.mp4,Endokrinoloģija,DataSet11,1.0,10.0,51.0,49.0,26.9,19.2,2.1,3.5,1.6,0.0,0.0,1.5,0.0,10.5,0.0,0.0,0.0
2020-07-04_11-21-34_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,21.0,34.0,21.9,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0
2020-07-04_11-31-50_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,31.0,50.0,11.5,8.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0
2020-07-04_12-52-03_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,52.0,3.0,16.9,6.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-07-04_13-13-52_camera103.mp4,Endokrinoloģija,DataSet11,1.0,13.0,13.0,52.0,19.3,13.4,1.7,1.0,1.9,1.6,0.0,0.0,0.0,7.2,0.0,0.0,0.0
2020-07-04_14-16-17_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,16.0,17.0,18.5,13.2,2.7,2.0,0.0,0.6,0.0,0.0,0.0,7.9,0.0,0.0,0.0
2020-07-04_14-56-57_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,56.0,57.0,28.9,16.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,0.0,0.0
2020-07-04_15-08-23_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,8.0,23.0,11.1,2.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0
2020-07-04_15-11-37_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,11.0,37.0,14.8,9.2,1.3,0.0,0.6,0.0,0.0,0.0,0.0,7.4,0.0,0.0,1.0
2020-07-04_16-25-56_camera103.mp4,Endokrinoloģija,DataSet11,1.0,16.0,25.0,56.0,32.3,9.1,1.3,0.1,0.0,0.0,0.0,0.0,0.0,7.7,1.0,0.0,0.0
2020-07-04_16-42-13_camera103.mp4,Endokrinoloģija,DataSet11,1.0,16.0,42.0,13.0,21.6,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,10.3,0.0,0.0,0.0
2020-07-04_19-29-19_camera103.mp4,Endokrinoloģija,DataSet11,1.0,19.0,29.0,19.0,10.9,3.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0
2020-07-04_20-27-34_camera103.mp4,Endokrinoloģija,DataSet11,1.0,20.0,27.0,34.0,11.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
2020-07-04_21-34-11_camera103.mp4,Endokrinoloģija,DataSet11,1.0,21.0,34.0,11.0,10.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
2020-07-04_23-00-56_camera103.mp4,Endokrinoloģija,DataSet11,1.0,23.0,0.0,56.0,12.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
2020-07-05_09-22-42_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,22.0,42.0,26.1,22.1,2.7,1.2,2.3,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0
2020-07-05_09-34-48_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,34.0,48.0,15.9,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0
2020-07-05_09-38-55_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,38.0,55.0,26.0,21.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0
2020-07-05_11-01-07_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,1.0,7.0,21.0,12.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0
2020-07-05_11-28-07_camera103.mp4,Endokrinoloģija,DataSet11,1.0,11.0,28.0,7.0,28.5,23.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,1.0
2020-07-05_12-51-30_camera103.mp4,Endokrinoloģija,DataSet11,1.0,12.0,51.0,30.0,20.9,14.7,3.4,0.0,0.6,0.0,0.0,1.1,0.0,9.5,0.0,0.0,0.0
2020-07-05_13-43-19_camera103.mp4,Endokrinoloģija,DataSet11,1.0,13.0,43.0,19.0,17.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
2020-07-05_14-30-46_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,30.0,46.0,16.7,8.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,1.0
2020-07-05_14-31-49_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,31.0,49.0,11.7,6.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0
2020-07-05_14-45-42_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,45.0,42.0,41.2,26.3,1.6,1.5,1.9,0.0,0.0,1.2,0.0,20.1,0.0,0.0,0.0
2020-07-05_14-56-43_camera103.mp4,Endokrinoloģija,DataSet11,1.0,14.0,56.0,43.0,24.8,17.1,0.0,2.8,0.6,0.0,0.0,0.0,0.0,13.8,0.0,0.0,1.0
2020-07-05_15-42-59_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,42.0,59.0,14.9,9.0,0.0,1.4,0.7,0.0,0.0,0.0,0.0,6.9,0.0,0.0,1.0
2020-07-05_15-44-37_camera103.mp4,Endokrinoloģija,DataSet11,1.0,15.0,44.0,37.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-05_16-59-21_camera103.mp4,Endokrinoloģija,DataSet11,1.0,16.0,59.0,21.0,12.2,6.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0
2020-07-05_18-21-23_camera103.mp4,Endokrinoloģija,DataSet11,1.0,18.0,21.0,23.0,11.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0
2020-07-05_22-57-36_camera103.mp4,Endokrinoloģija,DataSet11,1.0,22.0,57.0,36.0,21.1,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0
2020-07-05_23-16-42_camera103.mp4,Endokrinoloģija,DataSet11,1.0,23.0,16.0,42.0,23.7,11.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0
2020-07-06_00-33-32_camera103.mp4,Endokrinoloģija,DataSet11,1.0,0.0,33.0,32.0,42.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
2020-07-06_23-21-12_camera103.mp4,Endokrinoloģija,DataSet11,1.0,23.0,21.0,12.0,10.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0
2020-07-07_00-27-26_camera103.mp4,Endokrinoloģija,DataSet11,1.0,0.0,27.0,26.0,11.7,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0
2020-07-07_02-02-17_camera103.mp4,Endokrinoloģija,DataSet11,1.0,2.0,2.0,17.0,21.0,14.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
2020-07-07_09-13-28_camera103.mp4,Endokrinoloģija,DataSet11,1.0,9.0,13.0,28.0,28.8,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0
